Resignation,Business Travel,CF_age band,CF_current Employee,Current Status,Department,Education,Employee Number,Gender,Job Role,Marital Status,Over Time,Trainings Last Year,Age,Daily Rate,Distance From Home,Education Degree,Environment Satisfaction,Job Involvement,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Performance Rating,Stock Option Level,Total Working Years,Work Life Balance,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Frequently,45 - 54,0,Ex-Employees,Sales,Technical Degree,723,Male,Sales Executive,Married,Yes,4,50,562,8,Associates Degree,2,3,3,6796,3,14,3,1,18,3,3,1,3
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,724,Female,Healthcare Representative,Single,No,4,38,827,1,Master's Degree,2,4,4,7625,0,13,3,0,10,2,7,1,8
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,725,Female,Manufacturing Director,Married,No,3,27,608,1,Associates Degree,3,3,1,7412,1,11,3,0,9,3,7,0,7
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,727,Female,Research Director,Single,No,6,32,1018,3,Associates Degree,3,3,4,11159,3,15,3,0,10,3,7,7,7
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,728,Male,Sales Executive,Single,No,2,47,703,14,Master's Degree,4,3,1,4960,2,12,3,0,20,3,7,1,7
No,Travel_Frequently,35 - 44,1,Current Employees,Sales,Life Sciences,729,Male,Sales Executive,Married,Yes,2,40,580,5,Master's Degree,4,2,1,10475,5,21,4,1,20,3,13,1,12
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,730,Male,Research Director,Married,No,3,53,970,7,Bachelor's Degree,3,4,3,14814,3,19,3,0,32,3,1,1,3
No,Travel_Rarely,35 - 44,1,Current Employees,HR,Human Resources,731,Male,Manager,Divorced,No,2,41,427,10,Master's Degree,2,2,4,19141,3,15,3,3,23,2,6,12,6
No,Travel_Rarely,Over 55,1,Current Employees,Sales,Marketing,732,Male,Sales Executive,Single,No,1,60,1179,16,Master's Degree,1,3,1,5405,8,14,3,0,10,3,2,2,2
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,733,Male,Manufacturing Director,Divorced,No,4,27,294,10,Associates Degree,4,3,1,8793,1,21,4,2,9,2,7,1,7
No,Travel_Rarely,35 - 44,1,Current Employees,HR,Human Resources,734,Male,Manager,Married,No,3,41,314,1,Bachelor's Degree,4,2,3,19189,1,12,3,1,22,3,7,2,10
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,738,Male,Sales Representative,Married,No,2,50,316,8,Master's Degree,4,3,2,3875,7,15,3,1,4,3,2,2,2
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Life Sciences,741,Female,Research Scientist,Single,Yes,4,28,654,1,Associates Degree,1,1,2,2216,7,13,3,0,10,3,7,3,7
No,Non-Travel,35 - 44,1,Current Employees,R&D,Life Sciences,742,Female,Research Director,Married,No,2,36,427,8,Bachelor's Degree,1,4,1,11713,9,14,3,1,10,3,7,0,5
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,743,Female,Manufacturing Director,Single,Yes,4,38,168,1,Bachelor's Degree,3,3,3,7861,4,14,3,0,10,4,0,0,0
No,Non-Travel,35 - 44,1,Current Employees,R&D,Medical,744,Male,Laboratory Technician,Single,No,5,44,381,24,Bachelor's Degree,1,1,3,3708,2,14,3,0,9,3,2,1,4
No,Travel_Frequently,45 - 54,1,Current Employees,Sales,Medical,746,Female,Sales Executive,Divorced,Yes,2,47,217,3,Bachelor's Degree,4,3,3,13770,9,12,3,2,28,2,2,11,13
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Marketing,747,Male,Sales Executive,Divorced,No,2,30,501,27,Doctoral Degree,3,3,4,5304,7,23,4,1,10,2,7,7,7
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Life Sciences,749,Male,Sales Representative,Single,No,6,29,1396,10,Bachelor's Degree,3,3,3,2642,1,11,3,0,1,3,0,0,0
Yes,Travel_Frequently,35 - 44,0,Ex-Employees,R&D,Medical,752,Male,Research Scientist,Divorced,Yes,2,42,933,19,Bachelor's Degree,3,4,3,2759,6,12,3,0,7,3,2,2,2
No,Travel_Frequently,35 - 44,1,Current Employees,Sales,Life Sciences,754,Male,Sales Executive,Married,No,5,43,775,15,Bachelor's Degree,4,2,4,6804,3,18,3,1,7,3,2,2,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,757,Female,Healthcare Representative,Single,No,2,34,970,8,Associates Degree,2,3,3,6142,3,11,3,0,10,3,1,4,3
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Medical,758,Male,Laboratory Technician,Married,No,2,23,650,9,High School,2,3,1,2500,1,14,3,1,5,4,3,0,2
No,Travel_Rarely,35 - 44,1,Current Employees,HR,Human Resources,760,Female,Human Resources,Married,No,3,39,141,3,Bachelor's Degree,3,4,2,6389,9,15,3,1,12,1,3,3,6
No,Travel_Rarely,Over 55,1,Current Employees,R&D,Medical,762,Male,Healthcare Representative,Married,No,1,56,832,9,Bachelor's Degree,3,3,4,11103,7,11,3,0,30,2,7,1,1
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,763,Female,Research Scientist,Single,Yes,2,40,804,2,High School,4,2,4,2342,0,20,4,0,5,2,2,2,3
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,764,Female,Healthcare Representative,Single,No,2,27,975,7,Bachelor's Degree,4,2,1,6811,8,19,3,0,9,1,6,0,7
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Marketing,766,Male,Sales Representative,Divorced,No,2,29,1090,10,Bachelor's Degree,4,3,2,2297,1,14,3,2,2,3,2,2,2
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,769,Male,Laboratory Technician,Single,No,4,53,346,6,Bachelor's Degree,4,3,4,2450,2,17,3,0,19,3,2,2,2
No,Non-Travel,35 - 44,1,Current Employees,R&D,Life Sciences,771,Female,Healthcare Representative,Divorced,No,2,35,1225,2,Master's Degree,4,3,1,5093,2,11,3,1,16,4,0,0,0
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,772,Male,Laboratory Technician,Married,No,2,32,430,24,Master's Degree,1,3,4,5309,1,15,3,2,10,3,8,4,7
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,773,Male,Research Scientist,Married,Yes,0,38,268,2,Doctoral Degree,4,3,3,3057,6,13,3,1,6,1,0,0,1
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,775,Female,Manufacturing Director,Divorced,No,3,34,167,8,Doctoral Degree,2,3,1,5121,3,14,3,1,7,3,0,0,0
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,776,Male,Manager,Married,No,3,52,621,3,Master's Degree,3,2,1,16856,1,11,3,0,34,4,6,1,16
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Other,780,Male,Research Scientist,Single,Yes,2,33,527,1,Master's Degree,4,3,4,2686,1,13,3,0,10,2,9,7,8
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,781,Female,Sales Executive,Single,No,5,25,883,26,High School,3,3,4,6180,1,23,4,0,6,2,5,1,4
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Technical Degree,783,Male,Sales Representative,Single,No,3,45,954,2,Associates Degree,2,1,3,6632,0,13,3,0,9,3,7,3,1
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Medical,784,Male,Research Scientist,Single,No,3,23,310,10,High School,1,4,3,3505,1,18,3,0,2,3,2,0,2
Yes,Travel_Frequently,45 - 54,0,Ex-Employees,Sales,Life Sciences,785,Female,Sales Executive,Single,Yes,2,47,719,27,Associates Degree,2,4,3,6397,4,12,3,0,8,3,4,1,3
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Other,786,Male,Sales Executive,Single,No,5,34,304,2,Bachelor's Degree,4,3,4,6274,1,22,4,0,6,3,5,1,4
Yes,Travel_Rarely,Over 55,0,Ex-Employees,R&D,Medical,787,Male,Manager,Married,Yes,2,55,725,2,Bachelor's Degree,4,3,1,19859,5,13,3,1,24,3,2,1,4
No,Non-Travel,35 - 44,1,Current Employees,Sales,Life Sciences,789,Male,Sales Executive,Single,No,1,36,1434,8,Master's Degree,1,2,1,7587,1,15,3,0,10,3,7,0,9
No,Non-Travel,45 - 54,1,Current Employees,R&D,Medical,791,Male,Research Scientist,Married,No,3,52,715,19,Master's Degree,4,3,4,4258,0,18,3,1,5,3,3,1,2
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,792,Female,Laboratory Technician,Divorced,No,2,26,575,1,Associates Degree,1,1,4,4364,3,14,3,1,5,3,2,2,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,793,Female,Healthcare Representative,Married,No,3,29,657,27,Bachelor's Degree,2,3,3,4335,4,12,3,1,11,2,7,1,1
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,Sales,Technical Degree,796,Male,Sales Executive,Single,No,2,26,1146,8,Bachelor's Degree,4,2,1,5326,6,17,3,0,6,2,3,1,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,797,Female,Research Scientist,Single,No,2,34,182,1,Master's Degree,2,4,4,3280,2,16,3,0,10,3,2,1,3
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,799,Female,Manufacturing Director,Divorced,Yes,4,54,376,19,Master's Degree,4,3,1,5485,9,11,3,2,9,3,3,1,4
No,Travel_Frequently,25 - 34,1,Current Employees,Sales,Marketing,800,Male,Sales Executive,Married,No,3,27,829,8,High School,3,3,4,4342,0,19,3,1,5,3,2,1,1
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,802,Female,Research Scientist,Divorced,Yes,3,37,571,10,High School,4,3,1,2782,0,13,3,2,6,2,3,4,3
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Life Sciences,803,Female,Manufacturing Director,Single,Yes,2,38,240,2,Master's Degree,1,4,1,5980,6,12,3,0,17,3,7,4,12
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,804,Female,Research Scientist,Single,No,3,34,121,2,Master's Degree,3,2,1,4381,1,11,3,0,6,3,5,1,3
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,805,Female,Sales Representative,Married,No,1,35,384,8,Master's Degree,1,3,4,2572,1,16,3,1,3,2,2,0,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,806,Male,Laboratory Technician,Married,No,2,30,921,1,Bachelor's Degree,4,1,3,3833,3,21,4,2,7,3,2,0,2
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,807,Female,Healthcare Representative,Married,No,2,40,791,2,Associates Degree,3,4,2,4244,1,24,4,1,8,3,7,3,7
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Life Sciences,808,Female,Sales Executive,Married,No,1,34,1111,8,Associates Degree,3,3,1,6500,5,17,3,1,6,3,2,1,2
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Life Sciences,809,Male,Manager,Divorced,No,4,42,570,8,Bachelor's Degree,2,3,4,18430,1,13,3,1,24,2,7,14,9
Yes,Travel_Rarely,Under 25,0,Ex-Employees,R&D,Life Sciences,811,Male,Laboratory Technician,Married,Yes,2,23,1243,6,Bachelor's Degree,3,4,1,1601,1,21,4,2,1,3,0,0,0
No,Non-Travel,Under 25,1,Current Employees,R&D,Life Sciences,812,Male,Laboratory Technician,Divorced,No,4,24,1092,9,Bachelor's Degree,3,2,2,2694,1,11,3,3,1,3,0,0,0
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,813,Female,Laboratory Technician,Married,No,3,52,1325,11,Master's Degree,4,3,3,3149,8,20,4,1,9,3,2,1,4
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Medical,815,Male,Research Director,Married,No,3,50,691,2,Bachelor's Degree,3,3,3,17639,5,16,3,0,30,3,3,0,3
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Life Sciences,816,Female,Laboratory Technician,Married,Yes,1,29,805,1,Associates Degree,2,2,1,2319,1,11,3,1,1,3,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,817,Male,Research Director,Married,No,3,33,213,7,Bachelor's Degree,3,3,3,11691,0,11,3,0,14,4,9,3,7
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,Sales,Marketing,819,Female,Sales Executive,Single,No,3,33,118,16,Bachelor's Degree,1,3,1,5324,5,15,3,0,6,3,2,0,2
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Other,820,Female,Manager,Married,Yes,3,47,202,2,Associates Degree,3,3,4,16752,1,11,3,1,26,2,14,3,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Other,823,Female,Manufacturing Director,Married,No,2,36,676,1,Bachelor's Degree,3,3,2,5228,0,15,3,1,10,3,7,0,5
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,824,Male,Research Scientist,Married,No,3,29,1252,23,Associates Degree,3,4,3,2700,1,24,4,1,10,3,7,0,7
Yes,Travel_Rarely,Over 55,0,Ex-Employees,R&D,Life Sciences,825,Male,Research Director,Single,Yes,2,58,286,2,Master's Degree,4,3,2,19246,7,12,3,0,40,3,15,13,8
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,826,Female,Research Scientist,Single,No,0,35,1258,1,Master's Degree,4,4,3,2506,3,13,3,0,7,3,2,2,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,827,Female,Manufacturing Director,Married,Yes,4,42,932,1,Associates Degree,4,2,4,6062,9,13,3,1,8,3,3,0,2
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Medical,828,Male,Research Scientist,Single,No,3,28,890,2,Master's Degree,3,3,3,4382,6,17,3,0,5,2,2,2,1
No,Travel_Rarely,35 - 44,1,Current Employees,HR,Human Resources,829,Male,Human Resources,Married,No,2,36,1041,13,Bachelor's Degree,3,3,2,2143,4,13,3,1,8,3,2,0,4
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,830,Female,Manufacturing Director,Married,No,3,32,859,4,Bachelor's Degree,3,2,3,6162,1,12,3,1,14,3,13,6,8
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,832,Male,Laboratory Technician,Single,No,6,40,720,16,Master's Degree,1,2,3,5094,6,14,3,0,10,3,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,833,Female,Manufacturing Director,Single,Yes,4,30,946,2,Bachelor's Degree,3,2,4,6877,5,24,4,0,12,2,0,0,0
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,834,Female,Research Scientist,Single,No,3,45,252,2,Bachelor's Degree,2,2,3,2274,1,14,3,0,1,3,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,836,Male,Manufacturing Director,Married,No,3,42,933,29,Bachelor's Degree,2,3,2,4434,1,13,3,1,10,2,8,7,8
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Life Sciences,837,Male,Healthcare Representative,Divorced,No,3,38,471,12,Bachelor's Degree,1,2,1,6288,2,15,3,1,13,2,3,1,2
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,838,Female,Research Scientist,Single,No,3,34,702,16,Master's Degree,3,2,4,2553,1,16,3,0,6,3,2,1,3
Yes,Travel_Rarely,45 - 54,0,Ex-Employees,Sales,Marketing,840,Female,Sales Executive,Married,No,3,49,1184,11,Bachelor's Degree,3,3,4,7654,1,18,3,2,9,4,8,7,7
Yes,Travel_Rarely,Over 55,0,Ex-Employees,Sales,Medical,842,Male,Sales Executive,Single,No,3,55,436,2,High School,3,3,4,5160,4,16,3,0,12,2,7,7,3
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,843,Male,Research Director,Married,No,3,43,589,14,Associates Degree,2,3,1,17159,6,24,4,1,22,3,1,1,0
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Technical Degree,844,Male,Research Director,Divorced,Yes,3,27,269,5,High School,3,2,4,12808,1,16,3,1,9,3,8,0,8
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Other,845,Male,Manufacturing Director,Single,No,3,35,950,7,Bachelor's Degree,3,3,3,10221,3,21,4,0,17,4,5,1,6
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Marketing,846,Female,Sales Executive,Married,Yes,2,28,760,2,Master's Degree,2,3,2,4779,1,20,4,0,8,3,7,7,5
No,Travel_Rarely,25 - 34,1,Current Employees,HR,Human Resources,847,Male,Human Resources,Married,No,1,34,829,3,Associates Degree,3,3,4,3737,0,19,3,1,4,1,2,0,2
Yes,Travel_Frequently,25 - 34,0,Ex-Employees,R&D,Medical,848,Female,Research Scientist,Married,Yes,2,26,887,5,Associates Degree,3,2,3,2366,1,14,3,1,8,3,7,1,7
No,Non-Travel,25 - 34,1,Current Employees,R&D,Medical,850,Male,Research Scientist,Married,No,6,27,443,3,Bachelor's Degree,4,3,4,1706,1,11,3,3,0,2,0,0,0
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,851,Female,Manager,Married,No,2,51,1318,26,Master's Degree,1,3,3,16307,2,14,3,1,29,2,6,4,17
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,852,Male,Healthcare Representative,Single,No,2,44,625,4,Bachelor's Degree,4,3,2,5933,9,12,3,0,10,2,2,2,3
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,854,Male,Research Scientist,Single,No,3,25,180,2,High School,1,4,1,3424,7,13,3,0,6,2,3,0,1
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,855,Male,Sales Executive,Divorced,No,5,33,586,1,Bachelor's Degree,1,4,1,4037,1,22,4,1,9,3,8,0,8
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Medical,856,Female,Research Scientist,Single,No,3,35,1343,27,High School,3,2,1,2559,1,11,3,0,6,2,5,1,1
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Life Sciences,857,Male,Sales Executive,Married,Yes,1,36,928,1,Associates Degree,2,3,4,6201,1,14,3,1,18,2,14,4,11
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Life Sciences,859,Male,Sales Executive,Divorced,No,3,32,117,13,Master's Degree,2,3,4,4403,2,11,3,1,8,2,2,0,3
No,Travel_Frequently,25 - 34,1,Current Employees,R&D,Life Sciences,861,Male,Research Scientist,Divorced,No,3,30,1012,5,Master's Degree,2,2,4,3761,9,12,3,1,10,2,4,0,3
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,862,Female,Sales Executive,Married,Yes,3,53,661,7,Associates Degree,1,2,4,10934,7,18,3,1,35,3,2,0,4
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,864,Male,Sales Executive,Divorced,Yes,2,45,930,9,Bachelor's Degree,4,3,1,10761,4,12,3,1,18,3,4,0,2
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,865,Female,Research Scientist,Married,No,3,32,638,8,Associates Degree,3,4,3,5175,5,12,3,1,9,2,3,1,3
No,Travel_Frequently,45 - 54,1,Current Employees,R&D,Medical,867,Female,Manufacturing Director,Married,No,3,52,890,25,Master's Degree,3,2,4,13826,3,22,4,0,31,3,8,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,868,Male,Sales Executive,Divorced,No,2,37,342,16,Master's Degree,4,2,3,6334,4,19,3,2,9,3,0,0,0
No,Travel_Rarely,25 - 34,1,Current Employees,HR,Medical,869,Male,Human Resources,Divorced,No,6,28,1169,8,Associates Degree,2,2,4,4936,1,13,3,1,6,3,1,0,4
No,Travel_Rarely,Under 25,1,Current Employees,R&D,Life Sciences,872,Male,Manufacturing Director,Married,No,2,22,1230,1,Associates Degree,4,2,4,4775,6,22,4,2,4,1,2,2,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,874,Male,Laboratory Technician,Married,Yes,2,44,986,8,Master's Degree,1,4,4,2818,2,24,4,1,10,2,2,0,2
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Medical,875,Male,Research Scientist,Single,Yes,2,42,1271,2,High School,2,3,4,2515,5,14,3,0,8,3,1,2,2
No,Travel_Rarely,35 - 44,1,Current Employees,HR,Life Sciences,878,Male,Human Resources,Married,No,3,36,1278,8,Bachelor's Degree,1,2,1,2342,0,21,4,0,6,3,4,0,3
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Other,879,Male,Sales Executive,Married,Yes,3,25,141,3,High School,3,3,1,4194,1,18,3,0,5,3,3,0,3
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,880,Female,Manufacturing Director,Married,Yes,2,35,607,9,Bachelor's Degree,4,2,3,10685,1,20,4,1,17,3,14,5,15
Yes,Travel_Frequently,35 - 44,0,Ex-Employees,R&D,Life Sciences,881,Female,Research Scientist,Divorced,Yes,3,35,130,25,Master's Degree,4,3,2,2022,1,19,3,1,10,2,2,7,8
No,Non-Travel,25 - 34,1,Current Employees,R&D,Life Sciences,882,Male,Laboratory Technician,Divorced,No,2,32,300,1,Bachelor's Degree,4,3,4,2314,0,12,3,1,4,3,0,0,2
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Marketing,885,Male,Sales Executive,Married,No,1,25,583,4,High School,3,2,1,4256,1,12,3,0,5,4,2,0,3
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Technical Degree,887,Female,Research Scientist,Married,No,2,49,1418,1,Bachelor's Degree,3,3,1,3580,2,16,3,1,7,3,2,0,2
No,Non-Travel,Under 25,1,Current Employees,R&D,Life Sciences,888,Male,Laboratory Technician,Married,No,2,24,1269,4,High School,1,2,4,3162,0,17,3,0,6,2,2,3,4
No,Travel_Frequently,25 - 34,1,Current Employees,Sales,Life Sciences,889,Male,Sales Executive,Married,No,3,32,379,5,Associates Degree,2,3,2,6524,1,14,3,1,10,3,8,5,3
No,Travel_Rarely,35 - 44,1,Current Employees,Sales,Marketing,893,Male,Sales Representative,Married,No,3,38,395,9,Bachelor's Degree,2,2,2,2899,0,19,3,1,3,3,2,1,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,894,Female,Laboratory Technician,Married,Yes,1,42,1265,3,Bachelor's Degree,3,4,4,5231,2,13,3,1,17,2,3,1,3
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Life Sciences,895,Male,Research Scientist,Married,Yes,2,31,1222,11,Master's Degree,4,3,4,2356,3,19,3,1,8,3,4,0,2
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,Sales,Medical,896,Female,Sales Representative,Divorced,Yes,3,29,341,1,Bachelor's Degree,2,2,3,2800,6,19,3,3,5,3,2,0,2
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,897,Male,Sales Executive,Married,No,3,53,868,8,Bachelor's Degree,1,3,4,11836,5,14,3,1,28,3,0,2,2
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Technical Degree,899,Male,Manufacturing Director,Married,No,2,35,672,25,Bachelor's Degree,4,2,2,10903,3,16,3,0,16,3,10,4,8
No,Travel_Frequently,35 - 44,1,Current Employees,Sales,Medical,900,Female,Sales Representative,Married,No,3,37,1231,21,Associates Degree,3,3,4,2973,5,15,3,1,10,3,4,0,0
No,Travel_Rarely,45 - 54,1,Current Employees,R&D,Life Sciences,901,Female,Research Director,Single,No,0,53,102,23,Master's Degree,4,3,4,14275,6,18,3,0,33,3,9,3,8
No,Travel_Frequently,35 - 44,1,Current Employees,R&D,Life Sciences,902,Female,Healthcare Representative,Married,No,2,43,422,1,Bachelor's Degree,4,3,4,5562,4,13,3,1,12,2,2,2,2
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Marketing,903,Female,Sales Executive,Married,Yes,2,47,249,2,Associates Degree,3,3,4,4537,0,22,4,1,8,3,6,7,7
No,Non-Travel,35 - 44,1,Current Employees,Sales,Medical,904,Male,Sales Executive,Single,Yes,2,37,1252,19,Associates Degree,1,3,2,7642,1,13,3,0,10,3,0,0,9
No,Non-Travel,45 - 54,1,Current Employees,R&D,Life Sciences,905,Male,Manager,Divorced,No,3,50,881,2,Master's Degree,1,3,1,17924,1,11,3,1,31,3,6,14,7
No,Travel_Rarely,35 - 44,1,Current Employees,HR,Life Sciences,909,Female,Human Resources,Married,No,2,39,1383,2,Bachelor's Degree,4,2,4,5204,8,11,3,2,13,3,4,0,4
No,Travel_Rarely,25 - 34,1,Current Employees,HR,Human Resources,910,Male,Human Resources,Divorced,Yes,4,33,1075,3,Associates Degree,4,3,2,2277,3,11,3,1,7,4,3,0,3
Yes,Travel_Rarely,25 - 34,0,Ex-Employees,R&D,Life Sciences,911,Male,Laboratory Technician,Single,Yes,2,32,374,25,Master's Degree,1,3,4,2795,1,24,4,0,1,1,0,0,1
No,Travel_Rarely,25 - 34,1,Current Employees,R&D,Medical,912,Female,Laboratory Technician,Divorced,No,5,29,1086,7,High School,1,2,4,2532,6,14,3,3,8,3,3,0,3
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,913,Male,Research Scientist,Married,Yes,0,44,661,9,Associates Degree,2,3,1,2559,1,13,3,0,8,3,7,7,1
No,Travel_Rarely,25 - 34,1,Current Employees,Sales,Medical,916,Male,Sales Executive,Single,No,3,28,821,5,Master's Degree,1,3,4,4908,1,14,3,0,4,3,2,0,2
Yes,Travel_Frequently,Over 55,0,Ex-Employees,R&D,Life Sciences,918,Male,Laboratory Technician,Divorced,Yes,3,58,781,2,High School,4,2,4,2380,9,14,3,1,3,2,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,920,Female,Manufacturing Director,Divorced,No,2,43,177,8,Bachelor's Degree,1,3,2,4765,4,21,4,1,4,4,0,0,0
Yes,Travel_Rarely,Under 25,0,Ex-Employees,Sales,Medical,922,Female,Sales Representative,Single,No,3,20,500,2,Bachelor's Degree,3,2,3,2044,1,13,3,0,2,2,2,0,2
Yes,Travel_Rarely,Under 25,0,Ex-Employees,R&D,Other,923,Female,Research Scientist,Single,No,3,21,1427,18,High School,4,3,4,2693,1,19,3,0,1,2,0,0,0
No,Travel_Rarely,35 - 44,1,Current Employees,R&D,Life Sciences,924,Male,Healthcare Representative,Married,Yes,2,36,1425,14,High School,3,3,4,6586,0,17,3,1,17,2,8,4,11
No,Travel_Rarely,45 - 54,1,Current Employees,Sales,Life Sciences,925,Female,Sales Representative,Single,Yes,3,47,1454,2,Master's Degree,4,2,4,3294,1,18,3,0,3,2,2,1,2
Yes,Travel_Rarely,Under 25,0,Ex-Employees,R&D,Life Sciences,926,Female,Manufacturing Director,Married,Yes,3,22,617,3,High School,2,3,3,4171,0,19,3,1,4,4,2,0,2
